"Entity","Label","Type","Class"
"mall","HM2_SEX","text","Disparity Indicators (DI)"
"fhmale","HM2_SEX","text","Disparity Indicators (DI)"
"pale","HM2_SEX","text","Disparity Indicators (DI)"
"femaoe","HM2_SEX","text","Disparity Indicators (DI)"
"mwle","HM2_SEX","text","Disparity Indicators (DI)"
"femals","HM2_SEX","text","Disparity Indicators (DI)"
"bemale","HM2_SEX","text","Disparity Indicators (DI)"
"femile","HM2_SEX","text","Disparity Indicators (DI)"
"femaee","HM2_SEX","text","Disparity Indicators (DI)"
"mabe","HM2_SEX","text","Disparity Indicators (DI)"
"femabe","HM2_SEX","text","Disparity Indicators (DI)"
"femaly","HM2_SEX","text","Disparity Indicators (DI)"
"uale","HM2_SEX","text","Disparity Indicators (DI)"
"mame","HM2_SEX","text","Disparity Indicators (DI)"
"zale","HM2_SEX","text","Disparity Indicators (DI)"
"femahe","HM2_SEX","text","Disparity Indicators (DI)"
"mmle","HM2_SEX","text","Disparity Indicators (DI)"
"femkle","HM2_SEX","text","Disparity Indicators (DI)"
"wale","HM2_SEX","text","Disparity Indicators (DI)"
"femald","HM2_SEX","text","Disparity Indicators (DI)"
"femaxe","HM2_SEX","text","Disparity Indicators (DI)"
"xale","HM2_SEX","text","Disparity Indicators (DI)"
"femmle","HM2_SEX","text","Disparity Indicators (DI)"
"femate","HM2_SEX","text","Disparity Indicators (DI)"
"femalu","HM2_SEX","text","Disparity Indicators (DI)"
"made","HM2_SEX","text","Disparity Indicators (DI)"
"uemale","HM2_SEX","text","Disparity Indicators (DI)"
"mlle","HM2_SEX","text","Disparity Indicators (DI)"
"femaye","HM2_SEX","text","Disparity Indicators (DI)"
"femele","HM2_SEX","text","Disparity Indicators (DI)"
"malg","HM2_SEX","text","Disparity Indicators (DI)"
"femace","HM2_SEX","text","Disparity Indicators (DI)"
"cale","HM2_SEX","text","Disparity Indicators (DI)"
"femqle","HM2_SEX","text","Disparity Indicators (DI)"
"fenale","HM2_SEX","text","Disparity Indicators (DI)"
"malq","HM2_SEX","text","Disparity Indicators (DI)"
"mcle","HM2_SEX","text","Disparity Indicators (DI)"
"fkmale","HM2_SEX","text","Disparity Indicators (DI)"
"no","HM3_PRESENT","text","Disparity Indicators (DI)"
"yes","HM3_PRESENT","text","Disparity Indicators (DI)"
"n","HM3_PRESENT","text","Disparity Indicators (DI)"
"y","HM3_PRESENT","text","Disparity Indicators (DI)"
"not eligible","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"yes","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"no","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"y","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligibee","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"nr","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"n eligible","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"unk","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligiblq","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligibhe","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"not elggible","HM3_PARTICIPATE","text","Disparity Indicators (DI)"
"male","HM3_SEX","text","Disparity Indicators (DI)"
"female","HM3_SEX","text","Disparity Indicators (DI)"
"fepale","HM3_SEX","text","Disparity Indicators (DI)"
"malo","HM3_SEX","text","Disparity Indicators (DI)"
"mple","HM3_SEX","text","Disparity Indicators (DI)"
"fpmale","HM3_SEX","text","Disparity Indicators (DI)"
"femape","HM3_SEX","text","Disparity Indicators (DI)"
"femalr","HM3_SEX","text","Disparity Indicators (DI)"
"fexale","HM3_SEX","text","Disparity Indicators (DI)"
"femqle","HM3_SEX","text","Disparity Indicators (DI)"
"fewale","HM3_SEX","text","Disparity Indicators (DI)"
"nr","HM3_SEX","text","Disparity Indicators (DI)"
"fzmale","HM3_SEX","text","Disparity Indicators (DI)"
"famale","HM3_SEX","text","Disparity Indicators (DI)"
"femrle","HM3_SEX","text","Disparity Indicators (DI)"
"mdle","HM3_SEX","text","Disparity Indicators (DI)"
"femalz","HM3_SEX","text","Disparity Indicators (DI)"
"zale","HM3_SEX","text","Disparity Indicators (DI)"
"maze","HM3_SEX","text","Disparity Indicators (DI)"
"femlle","HM3_SEX","text","Disparity Indicators (DI)"
"malr","HM3_SEX","text","Disparity Indicators (DI)"
"feuale","HM3_SEX","text","Disparity Indicators (DI)"
"maln","HM3_SEX","text","Disparity Indicators (DI)"
"kemale","HM3_SEX","text","Disparity Indicators (DI)"
"malv","HM3_SEX","text","Disparity Indicators (DI)"
"mhle","HM3_SEX","text","Disparity Indicators (DI)"
"fetale","HM3_SEX","text","Disparity Indicators (DI)"
"bale","HM3_SEX","text","Disparity Indicators (DI)"
"fehale","HM3_SEX","text","Disparity Indicators (DI)"
"qemale","HM3_SEX","text","Disparity Indicators (DI)"
"femxle","HM3_SEX","text","Disparity Indicators (DI)"
"femule","HM3_SEX","text","Disparity Indicators (DI)"
"mlle","HM3_SEX","text","Disparity Indicators (DI)"
"maye","HM3_SEX","text","Disparity Indicators (DI)"
"femame","HM3_SEX","text","Disparity Indicators (DI)"
"femage","HM3_SEX","text","Disparity Indicators (DI)"
"mall","HM3_SEX","text","Disparity Indicators (DI)"
"mile","HM3_SEX","text","Disparity Indicators (DI)"
"mfle","HM3_SEX","text","Disparity Indicators (DI)"
"femalx","HM3_SEX","text","Disparity Indicators (DI)"
"mwle","HM3_SEX","text","Disparity Indicators (DI)"
"femaie","HM3_SEX","text","Disparity Indicators (DI)"
"maoe","HM3_SEX","text","Disparity Indicators (DI)"
"lemale","HM3_SEX","text","Disparity Indicators (DI)"
"mals","HM3_SEX","text","Disparity Indicators (DI)"
"ffmale","HM3_SEX","text","Disparity Indicators (DI)"
"xemale","HM3_SEX","text","Disparity Indicators (DI)"
"malh","HM3_SEX","text","Disparity Indicators (DI)"
"femzle","HM3_SEX","text","Disparity Indicators (DI)"
"femase","HM3_SEX","text","Disparity Indicators (DI)"
"fecale","HM3_SEX","text","Disparity Indicators (DI)"
"mase","HM3_SEX","text","Disparity Indicators (DI)"
"mnle","HM3_SEX","text","Disparity Indicators (DI)"
"femalm","HM3_SEX","text","Disparity Indicators (DI)"
"pemale","HM3_SEX","text","Disparity Indicators (DI)"
"fwmale","HM3_SEX","text","Disparity Indicators (DI)"
"mole","HM3_SEX","text","Disparity Indicators (DI)"
"mule","HM3_SEX","text","Disparity Indicators (DI)"
"malj","HM3_SEX","text","Disparity Indicators (DI)"
"femabe","HM3_SEX","text","Disparity Indicators (DI)"
"qale","HM3_SEX","text","Disparity Indicators (DI)"
"fsmale","HM3_SEX","text","Disparity Indicators (DI)"
"mtle","HM3_SEX","text","Disparity Indicators (DI)"
"mane","HM3_SEX","text","Disparity Indicators (DI)"
"mble","HM3_SEX","text","Disparity Indicators (DI)"
"jale","HM3_SEX","text","Disparity Indicators (DI)"
"no","HM4_PRESENT","text","Disparity Indicators (DI)"
"yes","HM4_PRESENT","text","Disparity Indicators (DI)"
"y","HM4_PRESENT","text","Disparity Indicators (DI)"
"n","HM4_PRESENT","text","Disparity Indicators (DI)"
"no","HM4_PARTICIPATE","text","Disparity Indicators (DI)"
"yes","HM4_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligible","HM4_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM4_PARTICIPATE","text","Disparity Indicators (DI)"
"y","HM4_PARTICIPATE","text","Disparity Indicators (DI)"
"n eligible","HM4_PARTICIPATE","text","Disparity Indicators (DI)"
"not etigible","HM4_PARTICIPATE","text","Disparity Indicators (DI)"
"male","HM4_SEX","text","Disparity Indicators (DI)"
"gemale","HM4_SEX","text","Disparity Indicators (DI)"
"female","HM4_SEX","text","Disparity Indicators (DI)"
"femalu","HM4_SEX","text","Disparity Indicators (DI)"
"femall","HM4_SEX","text","Disparity Indicators (DI)"
"make","HM4_SEX","text","Disparity Indicators (DI)"
"uale","HM4_SEX","text","Disparity Indicators (DI)"
"malg","HM4_SEX","text","Disparity Indicators (DI)"
"qale","HM4_SEX","text","Disparity Indicators (DI)"
"femdle","HM4_SEX","text","Disparity Indicators (DI)"
"mape","HM4_SEX","text","Disparity Indicators (DI)"
"mjle","HM4_SEX","text","Disparity Indicators (DI)"
"fetale","HM4_SEX","text","Disparity Indicators (DI)"
"malu","HM4_SEX","text","Disparity Indicators (DI)"
"femlle","HM4_SEX","text","Disparity Indicators (DI)"
"dale","HM4_SEX","text","Disparity Indicators (DI)"
"femalb","HM4_SEX","text","Disparity Indicators (DI)"
"malw","HM4_SEX","text","Disparity Indicators (DI)"
"cemale","HM4_SEX","text","Disparity Indicators (DI)"
"femave","HM4_SEX","text","Disparity Indicators (DI)"
"femele","HM4_SEX","text","Disparity Indicators (DI)"
"fehale","HM4_SEX","text","Disparity Indicators (DI)"
"hemale","HM4_SEX","text","Disparity Indicators (DI)"
"iale","HM4_SEX","text","Disparity Indicators (DI)"
"femalg","HM4_SEX","text","Disparity Indicators (DI)"
"mase","HM4_SEX","text","Disparity Indicators (DI)"
"malh","HM4_SEX","text","Disparity Indicators (DI)"
"mmle","HM4_SEX","text","Disparity Indicators (DI)"
"malt","HM4_SEX","text","Disparity Indicators (DI)"
"maie","HM4_SEX","text","Disparity Indicators (DI)"
"femtle","HM4_SEX","text","Disparity Indicators (DI)"
"fale","HM4_SEX","text","Disparity Indicators (DI)"
"aale","HM4_SEX","text","Disparity Indicators (DI)"
"maae","HM4_SEX","text","Disparity Indicators (DI)"
"feoale","HM4_SEX","text","Disparity Indicators (DI)"
"remale","HM4_SEX","text","Disparity Indicators (DI)"
"nemale","HM4_SEX","text","Disparity Indicators (DI)"
"femhle","HM4_SEX","text","Disparity Indicators (DI)"
"bemale","HM4_SEX","text","Disparity Indicators (DI)"
"maln","HM4_SEX","text","Disparity Indicators (DI)"
"oemale","HM4_SEX","text","Disparity Indicators (DI)"
"femole","HM4_SEX","text","Disparity Indicators (DI)"
"fekale","HM4_SEX","text","Disparity Indicators (DI)"
"hale","HM4_SEX","text","Disparity Indicators (DI)"
"femape","HM4_SEX","text","Disparity Indicators (DI)"
"yes","HM5_PRESENT","text","Disparity Indicators (DI)"
"no","HM5_PRESENT","text","Disparity Indicators (DI)"
"y","HM5_PRESENT","text","Disparity Indicators (DI)"
"n","HM5_PRESENT","text","Disparity Indicators (DI)"
"yes","HM5_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligible","HM5_PARTICIPATE","text","Disparity Indicators (DI)"
"y","HM5_PARTICIPATE","text","Disparity Indicators (DI)"
"no","HM5_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM5_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligibfe","HM5_PARTICIPATE","text","Disparity Indicators (DI)"
"female","HM5_SEX","text","Disparity Indicators (DI)"
"male","HM5_SEX","text","Disparity Indicators (DI)"
"femaze","HM5_SEX","text","Disparity Indicators (DI)"
"cemale","HM5_SEX","text","Disparity Indicators (DI)"
"kale","HM5_SEX","text","Disparity Indicators (DI)"
"mele","HM5_SEX","text","Disparity Indicators (DI)"
"fale","HM5_SEX","text","Disparity Indicators (DI)"
"femjle","HM5_SEX","text","Disparity Indicators (DI)"
"lemale","HM5_SEX","text","Disparity Indicators (DI)"
"tale","HM5_SEX","text","Disparity Indicators (DI)"
"malp","HM5_SEX","text","Disparity Indicators (DI)"
"fewale","HM5_SEX","text","Disparity Indicators (DI)"
"fgmale","HM5_SEX","text","Disparity Indicators (DI)"
"fumale","HM5_SEX","text","Disparity Indicators (DI)"
"yes","HM6_PRESENT","text","Disparity Indicators (DI)"
"no","HM6_PRESENT","text","Disparity Indicators (DI)"
"y","HM6_PRESENT","text","Disparity Indicators (DI)"
"n","HM6_PRESENT","text","Disparity Indicators (DI)"
"not eligible","HM6_PARTICIPATE","text","Disparity Indicators (DI)"
"yes","HM6_PARTICIPATE","text","Disparity Indicators (DI)"
"no","HM6_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM6_PARTICIPATE","text","Disparity Indicators (DI)"
"male","HM6_SEX","text","Disparity Indicators (DI)"
"female","HM6_SEX","text","Disparity Indicators (DI)"
"femble","HM6_SEX","text","Disparity Indicators (DI)"
"fale","HM6_SEX","text","Disparity Indicators (DI)"
"femape","HM6_SEX","text","Disparity Indicators (DI)"
"femvle","HM6_SEX","text","Disparity Indicators (DI)"
"yes","HM7_PRESENT","text","Disparity Indicators (DI)"
"no","HM7_PRESENT","text","Disparity Indicators (DI)"
"y","HM7_PRESENT","text","Disparity Indicators (DI)"
"no","HM7_PARTICIPATE","text","Disparity Indicators (DI)"
"female","HM7_SEX","text","Disparity Indicators (DI)"
"feiale","HM7_SEX","text","Disparity Indicators (DI)"
"male","HM7_SEX","text","Disparity Indicators (DI)"
"n","HM8_PRESENT","text","Disparity Indicators (DI)"
"no","HM8_PRESENT","text","Disparity Indicators (DI)"
"yes","HM8_PRESENT","text","Disparity Indicators (DI)"
"no","HM8_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligible","HM8_PARTICIPATE","text","Disparity Indicators (DI)"
"male","HM8_SEX","text","Disparity Indicators (DI)"
"female","HM8_SEX","text","Disparity Indicators (DI)"
"yes","HM9_PRESENT","text","Disparity Indicators (DI)"
"no","HM9_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligible","HM9_PARTICIPATE","text","Disparity Indicators (DI)"
"nr","HM9_SEX","text","Disparity Indicators (DI)"
"public housing","RENT_OWN","text","Disparity Indicators (DI)"
"relatives home","RENT_OWN","text","Disparity Indicators (DI)"
"owner","RENT_OWN","text","Disparity Indicators (DI)"
"renter","RENT_OWN","text","Disparity Indicators (DI)"
"owneb","RENT_OWN","text","Disparity Indicators (DI)"
"ywner","RENT_OWN","text","Disparity Indicators (DI)"
"ownlr","RENT_OWN","text","Disparity Indicators (DI)"
"gwner","RENT_OWN","text","Disparity Indicators (DI)"
"relatives howe","RENT_OWN","text","Disparity Indicators (DI)"
"other","RENT_OWN","text","Disparity Indicators (DI)"
"rentqr","RENT_OWN","text","Disparity Indicators (DI)"
"puolic housing","RENT_OWN","text","Disparity Indicators (DI)"
"relatives hope","RENT_OWN","text","Disparity Indicators (DI)"
"public hdusing","RENT_OWN","text","Disparity Indicators (DI)"
"renteb","RENT_OWN","text","Disparity Indicators (DI)"
"ownwr","RENT_OWN","text","Disparity Indicators (DI)"
"rentet","RENT_OWN","text","Disparity Indicators (DI)"
"ofner","RENT_OWN","text","Disparity Indicators (DI)"
"relawives home","RENT_OWN","text","Disparity Indicators (DI)"
"relatives hooe","RENT_OWN","text","Disparity Indicators (DI)"
"rlnter","RENT_OWN","text","Disparity Indicators (DI)"
"rdnter","RENT_OWN","text","Disparity Indicators (DI)"
"owaer","RENT_OWN","text","Disparity Indicators (DI)"
"owneq","RENT_OWN","text","Disparity Indicators (DI)"
"rflatives home","RENT_OWN","text","Disparity Indicators (DI)"
"publie housing","RENT_OWN","text","Disparity Indicators (DI)"
"owned","RENT_OWN","text","Disparity Indicators (DI)"
"onner","RENT_OWN","text","Disparity Indicators (DI)"
"relatives hove","RENT_OWN","text","Disparity Indicators (DI)"
"relatrves home","RENT_OWN","text","Disparity Indicators (DI)"
"owyer","RENT_OWN","text","Disparity Indicators (DI)"
"public xousing","RENT_OWN","text","Disparity Indicators (DI)"
"ocner","RENT_OWN","text","Disparity Indicators (DI)"
"relatives heme","RENT_OWN","text","Disparity Indicators (DI)"
"owber","RENT_OWN","text","Disparity Indicators (DI)"
"relatives gome","RENT_OWN","text","Disparity Indicators (DI)"
"ownew","RENT_OWN","text","Disparity Indicators (DI)"
"owger","RENT_OWN","text","Disparity Indicators (DI)"
"bublic housing","RENT_OWN","text","Disparity Indicators (DI)"
"rejter","RENT_OWN","text","Disparity Indicators (DI)"
"public houxing","RENT_OWN","text","Disparity Indicators (DI)"
"owneh","RENT_OWN","text","Disparity Indicators (DI)"
"ovner","RENT_OWN","text","Disparity Indicators (DI)"
"oaner","RENT_OWN","text","Disparity Indicators (DI)"
"oener","RENT_OWN","text","Disparity Indicators (DI)"
"owntr","RENT_OWN","text","Disparity Indicators (DI)"
"ownrr","RENT_OWN","text","Disparity Indicators (DI)"
"public housung","RENT_OWN","text","Disparity Indicators (DI)"
"ownel","RENT_OWN","text","Disparity Indicators (DI)"
"relativds home","RENT_OWN","text","Disparity Indicators (DI)"
"relativts home","RENT_OWN","text","Disparity Indicators (DI)"
"relatives hrme","RENT_OWN","text","Disparity Indicators (DI)"
"owrer","RENT_OWN","text","Disparity Indicators (DI)"
"public pousing","RENT_OWN","text","Disparity Indicators (DI)"
"pqblic housing","RENT_OWN","text","Disparity Indicators (DI)"
"relativzs home","RENT_OWN","text","Disparity Indicators (DI)"
"public hoksing","RENT_OWN","text","Disparity Indicators (DI)"
"relatives tome","RENT_OWN","text","Disparity Indicators (DI)"
"jwner","RENT_OWN","text","Disparity Indicators (DI)"
"public housxng","RENT_OWN","text","Disparity Indicators (DI)"
"rbnter","RENT_OWN","text","Disparity Indicators (DI)"
"relatives come","RENT_OWN","text","Disparity Indicators (DI)"
"wenter","RENT_OWN","text","Disparity Indicators (DI)"
"ogner","RENT_OWN","text","Disparity Indicators (DI)"
"rentrr","RENT_OWN","text","Disparity Indicators (DI)"
"ownhr","RENT_OWN","text","Disparity Indicators (DI)"
"ownzr","RENT_OWN","text","Disparity Indicators (DI)"
"rehter","RENT_OWN","text","Disparity Indicators (DI)"
"public hoesing","RENT_OWN","text","Disparity Indicators (DI)"
"public housimg","RENT_OWN","text","Disparity Indicators (DI)"
"ownvr","RENT_OWN","text","Disparity Indicators (DI)"
"owndr","RENT_OWN","text","Disparity Indicators (DI)"
"owder","RENT_OWN","text","Disparity Indicators (DI)"
"relatlves home","RENT_OWN","text","Disparity Indicators (DI)"
"relatives homv","RENT_OWN","text","Disparity Indicators (DI)"
"relatives homp","RENT_OWN","text","Disparity Indicators (DI)"
"rentbr","RENT_OWN","text","Disparity Indicators (DI)"
"ownet","RENT_OWN","text","Disparity Indicators (DI)"
"ownnr","RENT_OWN","text","Disparity Indicators (DI)"
"owler","RENT_OWN","text","Disparity Indicators (DI)"
"relltives home","RENT_OWN","text","Disparity Indicators (DI)"
"ownfr","RENT_OWN","text","Disparity Indicators (DI)"
"relatives oome","RENT_OWN","text","Disparity Indicators (DI)"
"eenter","RENT_OWN","text","Disparity Indicators (DI)"
"pualic housing","RENT_OWN","text","Disparity Indicators (DI)"
"rxnter","RENT_OWN","text","Disparity Indicators (DI)"
"publiu housing","RENT_OWN","text","Disparity Indicators (DI)"
"ownev","RENT_OWN","text","Disparity Indicators (DI)"
"relatuves home","RENT_OWN","text","Disparity Indicators (DI)"
"oyner","RENT_OWN","text","Disparity Indicators (DI)"
"ownej","RENT_OWN","text","Disparity Indicators (DI)"
"renqer","RENT_OWN","text","Disparity Indicators (DI)"
"relativhs home","RENT_OWN","text","Disparity Indicators (DI)"
"relatives nome","RENT_OWN","text","Disparity Indicators (DI)"
"pubjic housing","RENT_OWN","text","Disparity Indicators (DI)"
"public housidg","RENT_OWN","text","Disparity Indicators (DI)"
"relatives hoxe","RENT_OWN","text","Disparity Indicators (DI)"
"rjnter","RENT_OWN","text","Disparity Indicators (DI)"
"kublic housing","RENT_OWN","text","Disparity Indicators (DI)"
"public wousing","RENT_OWN","text","Disparity Indicators (DI)"
"renteq","RENT_OWN","text","Disparity Indicators (DI)"
"awner","RENT_OWN","text","Disparity Indicators (DI)"
"owzer","RENT_OWN","text","Disparity Indicators (DI)"
"iwner","RENT_OWN","text","Disparity Indicators (DI)"
"owter","RENT_OWN","text","Disparity Indicators (DI)"
"reyter","RENT_OWN","text","Disparity Indicators (DI)"
"relatiees home","RENT_OWN","text","Disparity Indicators (DI)"
"public hzusing","RENT_OWN","text","Disparity Indicators (DI)"
"osner","RENT_OWN","text","Disparity Indicators (DI)"
"publil housing","RENT_OWN","text","Disparity Indicators (DI)"
"owoer","RENT_OWN","text","Disparity Indicators (DI)"
"ownjr","RENT_OWN","text","Disparity Indicators (DI)"
"hwner","RENT_OWN","text","Disparity Indicators (DI)"
"public houslng","RENT_OWN","text","Disparity Indicators (DI)"
"rentyr","RENT_OWN","text","Disparity Indicators (DI)"
"dwner","RENT_OWN","text","Disparity Indicators (DI)"
"rehatives home","RENT_OWN","text","Disparity Indicators (DI)"
"public hyusing","RENT_OWN","text","Disparity Indicators (DI)"
"casa pastorial","RENT_OWN_OTH","free text field","Disparity Indicators (DI)"
"no","RATS","text","Risk Indicator (RI)"
"yes","RATS","text","Risk Indicator (RI)"
"y","RATS","text","Risk Indicator (RI)"
"n","RATS","text","Risk Indicator (RI)"
"unk","RATS","text","Risk Indicator (RI)"
"nr","RATS","text","Risk Indicator (RI)"
"xr","RATS","text","Risk Indicator (RI)"
"u","RATS","text","Risk Indicator (RI)"
"no","CISTERN","text","Risk Indicator (RI)"
"y","CISTERN","text","Risk Indicator (RI)"
"yes","CISTERN","text","Risk Indicator (RI)"
"n","CISTERN","text","Risk Indicator (RI)"
"nr","CISTERN","text","Risk Indicator (RI)"
"nz","CISTERN","text","Risk Indicator (RI)"
"unk","CISTERN","text","Risk Indicator (RI)"
"u","CISTERN","text","Risk Indicator (RI)"
"yes","SEPTIC","text","Risk Indicator (RI)"
"no","SEPTIC","text","Risk Indicator (RI)"
"n","SEPTIC","text","Risk Indicator (RI)"
"unk","SEPTIC","text","Risk Indicator (RI)"
"y","SEPTIC","text","Risk Indicator (RI)"
"u","SEPTIC","text","Risk Indicator (RI)"
"nr","SEPTIC","text","Risk Indicator (RI)"
"all","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"none","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"some","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"a","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"ssme","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"sdme","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"all that open","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"somq","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nonv","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"yome","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"somp","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nome","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"soma","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nene","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nkne","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"sume","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nr","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"xome","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"pome","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"noze","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"mome","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"noce","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nqne","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"soke","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"ione","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"wome","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"shme","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nwne","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nono","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nonq","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"swme","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"eome","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nonh","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"tone","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"spme","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"somb","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"svme","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"dome","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"done","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"somf","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"somv","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nonx","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nona","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"all that oppn","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nont","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"sore","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nowe","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"ncne","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"cone","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"note","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"sr","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"hone","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nonc","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"soge","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nune","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nmne","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"somw","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nole","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"same","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nyne","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nonl","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nonw","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nnne","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"noue","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"nobe","SCREENS_WINDOWS","text","Preventive Behaviors (PB)"
"none","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"all","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"all that open","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"some","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"snme","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"a","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonv","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonw","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nhne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"oone","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nine","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"sone","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"noke","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"note","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"ntne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonj","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nkne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"sore","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"somy","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"stme","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"soue","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"tome","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nr","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"jone","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"sofe","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"noxe","SCREENS_DOORS","text","Preventive Behaviors (PB)"
