"Entity","Label","Type","Class"
"y","CHILD_UNDER18","text","Disparity Indicators (DI)"
"no","CHILD_UNDER18","text","Disparity Indicators (DI)"
"yes","CHILD_UNDER18","text","Disparity Indicators (DI)"
"n","CHILD_UNDER18","text","Disparity Indicators (DI)"
"nr","CHILD_UNDER18","text","Disparity Indicators (DI)"
"ni","CHILD_UNDER18","text","Disparity Indicators (DI)"
"er","CHILD_UNDER18","text","Disparity Indicators (DI)"
"none","DENV_RISK","text","Risk Perception (RP)"
"low","DENV_RISK","text","Risk Perception (RP)"
"high","DENV_RISK","text","Risk Perception (RP)"
"nr","DENV_RISK","text","Risk Perception (RP)"
"nvne","DENV_RISK","text","Risk Perception (RP)"
"nx","DENV_RISK","text","Risk Perception (RP)"
"l","DENV_RISK","text","Risk Perception (RP)"
"h","DENV_RISK","text","Risk Perception (RP)"
"gr","DENV_RISK","text","Risk Perception (RP)"
"nrne","DENV_RISK","text","Risk Perception (RP)"
"none dx","DENV_RISK","text","Risk Perception (RP)"
"nonz","DENV_RISK","text","Risk Perception (RP)"
"nofe","DENV_RISK","text","Risk Perception (RP)"
"no","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"yes","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"n","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"unk","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"nr","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"y","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"no","VAX_DENV_CHILDREN","text","Preventive Behaviors (PB)"
"n","VAX_DENV_CHILDREN","text","Preventive Behaviors (PB)"
"yes","VAX_DENV_CHILDREN","text","Preventive Behaviors (PB)"
"nr","VAX_DENV_CHILDREN","text","Preventive Behaviors (PB)"
"y","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"yes","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"no","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"nr","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"unk","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"n","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"vr","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"u","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"jr","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"yes","WORRY_COVID19","text","Risk Perception (RP)"
"y","WORRY_COVID19","text","Risk Perception (RP)"
"unk","WORRY_COVID19","text","Risk Perception (RP)"
"no","WORRY_COVID19","text","Risk Perception (RP)"
"nr","WORRY_COVID19","text","Risk Perception (RP)"
"u","WORRY_COVID19","text","Risk Perception (RP)"
"n","WORRY_COVID19","text","Risk Perception (RP)"
"lr","WORRY_COVID19","text","Risk Perception (RP)"
"high","COVID19_RISK","text","Risk Perception (RP)"
"none","COVID19_RISK","text","Risk Perception (RP)"
"low","COVID19_RISK","text","Risk Perception (RP)"
"h","COVID19_RISK","text","Risk Perception (RP)"
"nr","COVID19_RISK","text","Risk Perception (RP)"
"l","COVID19_RISK","text","Risk Perception (RP)"
"nonr","COVID19_RISK","text","Risk Perception (RP)"
"nlne","COVID19_RISK","text","Risk Perception (RP)"
"note","COVID19_RISK","text","Risk Perception (RP)"
"njne","COVID19_RISK","text","Risk Perception (RP)"
"nm","COVID19_RISK","text","Risk Perception (RP)"
"or","COVID19_RISK","text","Risk Perception (RP)"
"noee","COVID19_RISK","text","Risk Perception (RP)"
"nonv","COVID19_RISK","text","Risk Perception (RP)"
"nonp","COVID19_RISK","text","Risk Perception (RP)"
"aone","COVID19_RISK","text","Risk Perception (RP)"
"nonl","COVID19_RISK","text","Risk Perception (RP)"
"nope","COVID19_RISK","text","Risk Perception (RP)"
"nole","COVID19_RISK","text","Risk Perception (RP)"
"high","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"none","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"none vax","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"low","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"none dx","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"h","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"l","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"nr","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"nome","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"nkne","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"noqe","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"most days","PHQ1","text","Clinical History (CH)"
"never","PHQ1","text","Clinical History (CH)"
"sometimes","PHQ1","text","Clinical History (CH)"
"rever","PHQ1","text","Clinical History (CH)"
"zever","PHQ1","text","Clinical History (CH)"
"nmver","PHQ1","text","Clinical History (CH)"
"more than half","PHQ1","text","Clinical History (CH)"
"nr","PHQ1","text","Clinical History (CH)"
"most d","PHQ1","text","Clinical History (CH)"
"nevkr","PHQ1","text","Clinical History (CH)"
"neuer","PHQ1","text","Clinical History (CH)"
"somttimes","PHQ1","text","Clinical History (CH)"
"simetimes","PHQ1","text","Clinical History (CH)"
"dr","PHQ1","text","Clinical History (CH)"
"neker","PHQ1","text","Clinical History (CH)"
"nqver","PHQ1","text","Clinical History (CH)"
"nnver","PHQ1","text","Clinical History (CH)"
"nevej","PHQ1","text","Clinical History (CH)"
"m days","PHQ1","text","Clinical History (CH)"
"tever","PHQ1","text","Clinical History (CH)"
"somatimes","PHQ1","text","Clinical History (CH)"
"nover","PHQ1","text","Clinical History (CH)"
"neaer","PHQ1","text","Clinical History (CH)"
"nevrr","PHQ1","text","Clinical History (CH)"
"somjtimes","PHQ1","text","Clinical History (CH)"
"somethmes","PHQ1","text","Clinical History (CH)"
"nevew","PHQ1","text","Clinical History (CH)"
"sovetimes","PHQ1","text","Clinical History (CH)"
"nevgr","PHQ1","text","Clinical History (CH)"
"nevvr","PHQ1","text","Clinical History (CH)"
"nemer","PHQ1","text","Clinical History (CH)"
"nevwr","PHQ1","text","Clinical History (CH)"
"nevem","PHQ1","text","Clinical History (CH)"
"nerer","PHQ1","text","Clinical History (CH)"
"cever","PHQ1","text","Clinical History (CH)"
"nw","PHQ1","text","Clinical History (CH)"
"naver","PHQ1","text","Clinical History (CH)"
"nbver","PHQ1","text","Clinical History (CH)"
"nevsr","PHQ1","text","Clinical History (CH)"
"uever","PHQ1","text","Clinical History (CH)"
"neven","PHQ1","text","Clinical History (CH)"
"neved","PHQ1","text","Clinical History (CH)"
"sometiges","PHQ1","text","Clinical History (CH)"
"nevpr","PHQ1","text","Clinical History (CH)"
"nzver","PHQ1","text","Clinical History (CH)"
"sommtimes","PHQ1","text","Clinical History (CH)"
"sosetimes","PHQ1","text","Clinical History (CH)"
"somerimes","PHQ1","text","Clinical History (CH)"
"stmetimes","PHQ1","text","Clinical History (CH)"
"nevbr","PHQ1","text","Clinical History (CH)"
"kever","PHQ1","text","Clinical History (CH)"
"vever","PHQ1","text","Clinical History (CH)"
"sometjmes","PHQ1","text","Clinical History (CH)"
"more than h","PHQ1","text","Clinical History (CH)"
"sometifes","PHQ1","text","Clinical History (CH)"
"neger","PHQ1","text","Clinical History (CH)"
"lever","PHQ1","text","Clinical History (CH)"
"neves","PHQ1","text","Clinical History (CH)"
"sometihes","PHQ1","text","Clinical History (CH)"
"iever","PHQ1","text","Clinical History (CH)"
"sever","PHQ1","text","Clinical History (CH)"
"sometimef","PHQ1","text","Clinical History (CH)"
"sometipes","PHQ1","text","Clinical History (CH)"
"neber","PHQ1","text","Clinical History (CH)"
"aever","PHQ1","text","Clinical History (CH)"
"niver","PHQ1","text","Clinical History (CH)"
"nkver","PHQ1","text","Clinical History (CH)"
"sometbmes","PHQ1","text","Clinical History (CH)"
"nevnr","PHQ1","text","Clinical History (CH)"
"neveh","PHQ1","text","Clinical History (CH)"
"sometimeq","PHQ1","text","Clinical History (CH)"
"tometimes","PHQ1","text","Clinical History (CH)"
"npver","PHQ1","text","Clinical History (CH)"
"nevei","PHQ1","text","Clinical History (CH)"
"nrver","PHQ1","text","Clinical History (CH)"
"nevqr","PHQ1","text","Clinical History (CH)"
"more t half","PHQ1","text","Clinical History (CH)"
"nevee","PHQ1","text","Clinical History (CH)"
"neier","PHQ1","text","Clinical History (CH)"
"nevez","PHQ1","text","Clinical History (CH)"
"kometimes","PHQ1","text","Clinical History (CH)"
"skmetimes","PHQ1","text","Clinical History (CH)"
"sometimea","PHQ1","text","Clinical History (CH)"
"nevef","PHQ1","text","Clinical History (CH)"
"jever","PHQ1","text","Clinical History (CH)"
"sometides","PHQ1","text","Clinical History (CH)"
"sgmetimes","PHQ1","text","Clinical History (CH)"
"sometimes","PHQ2","text","Clinical History (CH)"
"never","PHQ2","text","Clinical History (CH)"
"vever","PHQ2","text","Clinical History (CH)"
"most days","PHQ2","text","Clinical History (CH)"
"uever","PHQ2","text","Clinical History (CH)"
"nexer","PHQ2","text","Clinical History (CH)"
"more than half","PHQ2","text","Clinical History (CH)"
"neven","PHQ2","text","Clinical History (CH)"
"sodetimes","PHQ2","text","Clinical History (CH)"
"necer","PHQ2","text","Clinical History (CH)"
"nr","PHQ2","text","Clinical History (CH)"
"naver","PHQ2","text","Clinical History (CH)"
"aever","PHQ2","text","Clinical History (CH)"
"sometices","PHQ2","text","Clinical History (CH)"
"sometiues","PHQ2","text","Clinical History (CH)"
"nmver","PHQ2","text","Clinical History (CH)"
"ncver","PHQ2","text","Clinical History (CH)"
"nerer","PHQ2","text","Clinical History (CH)"
"nevdr","PHQ2","text","Clinical History (CH)"
"nqver","PHQ2","text","Clinical History (CH)"
"neves","PHQ2","text","Clinical History (CH)"
"somytimes","PHQ2","text","Clinical History (CH)"
"neved","PHQ2","text","Clinical History (CH)"
"nevei","PHQ2","text","Clinical History (CH)"
"nevec","PHQ2","text","Clinical History (CH)"
"m days","PHQ2","text","Clinical History (CH)"
"jever","PHQ2","text","Clinical History (CH)"
"nxver","PHQ2","text","Clinical History (CH)"
"sometemes","PHQ2","text","Clinical History (CH)"
"nevee","PHQ2","text","Clinical History (CH)"
"nevel","PHQ2","text","Clinical History (CH)"
"nevet","PHQ2","text","Clinical History (CH)"
"sometimfs","PHQ2","text","Clinical History (CH)"
"nezer","PHQ2","text","Clinical History (CH)"
"nevey","PHQ2","text","Clinical History (CH)"
"nrver","PHQ2","text","Clinical History (CH)"
"nwver","PHQ2","text","Clinical History (CH)"
"yometimes","PHQ2","text","Clinical History (CH)"
"nuver","PHQ2","text","Clinical History (CH)"
"nemer","PHQ2","text","Clinical History (CH)"
"nlver","PHQ2","text","Clinical History (CH)"
"somewimes","PHQ2","text","Clinical History (CH)"
"iever","PHQ2","text","Clinical History (CH)"
"soketimes","PHQ2","text","Clinical History (CH)"
"pever","PHQ2","text","Clinical History (CH)"
"nevrr","PHQ2","text","Clinical History (CH)"
"nevqr","PHQ2","text","Clinical History (CH)"
"mgre than half","PHQ2","text","Clinical History (CH)"
"nevem","PHQ2","text","Clinical History (CH)"
"sogetimes","PHQ2","text","Clinical History (CH)"
"szmetimes","PHQ2","text","Clinical History (CH)"
"somesimes","PHQ2","text","Clinical History (CH)"
"yever","PHQ2","text","Clinical History (CH)"
"nhver","PHQ2","text","Clinical History (CH)"
"dever","PHQ2","text","Clinical History (CH)"
"somethmes","PHQ2","text","Clinical History (CH)"
"nevsr","PHQ2","text","Clinical History (CH)"
"sometrmes","PHQ2","text","Clinical History (CH)"
"xometimes","PHQ2","text","Clinical History (CH)"
"njver","PHQ2","text","Clinical History (CH)"
"wever","PHQ2","text","Clinical History (CH)"
"nevew","PHQ2","text","Clinical History (CH)"
"sometimed","PHQ2","text","Clinical History (CH)"
"neder","PHQ2","text","Clinical History (CH)"
"uometimes","PHQ2","text","Clinical History (CH)"
"nevbr","PHQ2","text","Clinical History (CH)"
"rever","PHQ2","text","Clinical History (CH)"
"nevep","PHQ2","text","Clinical History (CH)"
"ntver","PHQ2","text","Clinical History (CH)"
"neveg","PHQ2","text","Clinical History (CH)"
"qever","PHQ2","text","Clinical History (CH)"
"neveb","PHQ2","text","Clinical History (CH)"
"dometimes","PHQ2","text","Clinical History (CH)"
"somettmes","PHQ2","text","Clinical History (CH)"
"moue than half","PHQ2","text","Clinical History (CH)"
"neper","PHQ2","text","Clinical History (CH)"
"somemimes","PHQ2","text","Clinical History (CH)"
"niver","PHQ2","text","Clinical History (CH)"
"sometimis","PHQ2","text","Clinical History (CH)"
"oometimes","PHQ2","text","Clinical History (CH)"
"neter","PHQ2","text","Clinical History (CH)"
"sfmetimes","PHQ2","text","Clinical History (CH)"
"sever","PHQ2","text","Clinical History (CH)"
"neker","PHQ2","text","Clinical History (CH)"
"neoer","PHQ2","text","Clinical History (CH)"
"neveo","PHQ2","text","Clinical History (CH)"
"nevor","PHQ2","text","Clinical History (CH)"
"moke than half","PHQ2","text","Clinical History (CH)"
"sometimes","GAD1","text","Clinical History (CH)"
"never","GAD1","text","Clinical History (CH)"
"most days","GAD1","text","Clinical History (CH)"
"more than half","GAD1","text","Clinical History (CH)"
"gometimes","GAD1","text","Clinical History (CH)"
"nr","GAD1","text","Clinical History (CH)"
"sonetimes","GAD1","text","Clinical History (CH)"
"nkver","GAD1","text","Clinical History (CH)"
"most d","GAD1","text","Clinical History (CH)"
"neveo","GAD1","text","Clinical History (CH)"
"mever","GAD1","text","Clinical History (CH)"
"neqer","GAD1","text","Clinical History (CH)"
"more t half","GAD1","text","Clinical History (CH)"
"hore than half","GAD1","text","Clinical History (CH)"
"qore than half","GAD1","text","Clinical History (CH)"
"nevtr","GAD1","text","Clinical History (CH)"
"somvtimes","GAD1","text","Clinical History (CH)"
"more than h","GAD1","text","Clinical History (CH)"
"nmver","GAD1","text","Clinical History (CH)"
"sxmetimes","GAD1","text","Clinical History (CH)"
"neger","GAD1","text","Clinical History (CH)"
"nevqr","GAD1","text","Clinical History (CH)"
"sometrmes","GAD1","text","Clinical History (CH)"
"somepimes","GAD1","text","Clinical History (CH)"
"vever","GAD1","text","Clinical History (CH)"
"nover","GAD1","text","Clinical History (CH)"
"yever","GAD1","text","Clinical History (CH)"
"somctimes","GAD1","text","Clinical History (CH)"
"nevnr","GAD1","text","Clinical History (CH)"
"sometimec","GAD1","text","Clinical History (CH)"
"sometvmes","GAD1","text","Clinical History (CH)"
"neser","GAD1","text","Clinical History (CH)"
"neoer","GAD1","text","Clinical History (CH)"
"iever","GAD1","text","Clinical History (CH)"
"sometiees","GAD1","text","Clinical History (CH)"
"sometpmes","GAD1","text","Clinical History (CH)"
"nexer","GAD1","text","Clinical History (CH)"
"m days","GAD1","text","Clinical History (CH)"
"sometimem","GAD1","text","Clinical History (CH)"
"ntver","GAD1","text","Clinical History (CH)"
"neveg","GAD1","text","Clinical History (CH)"
"sometimey","GAD1","text","Clinical History (CH)"
"zever","GAD1","text","Clinical History (CH)"
"eever","GAD1","text","Clinical History (CH)"
"neker","GAD1","text","Clinical History (CH)"
"sometibes","GAD1","text","Clinical History (CH)"
"nevej","GAD1","text","Clinical History (CH)"
"somefimes","GAD1","text","Clinical History (CH)"
"nlver","GAD1","text","Clinical History (CH)"
"scmetimes","GAD1","text","Clinical History (CH)"
"jever","GAD1","text","Clinical History (CH)"
"xever","GAD1","text","Clinical History (CH)"
"nevpr","GAD1","text","Clinical History (CH)"
"nevzr","GAD1","text","Clinical History (CH)"
"somdtimes","GAD1","text","Clinical History (CH)"
"wometimes","GAD1","text","Clinical History (CH)"
"neler","GAD1","text","Clinical History (CH)"
"sometimez","GAD1","text","Clinical History (CH)"
"nevcr","GAD1","text","Clinical History (CH)"
"somstimes","GAD1","text","Clinical History (CH)"
"sometimeq","GAD1","text","Clinical History (CH)"
"socetimes","GAD1","text","Clinical History (CH)"
"nevei","GAD1","text","Clinical History (CH)"
"nrver","GAD1","text","Clinical History (CH)"
"ngver","GAD1","text","Clinical History (CH)"
"sever","GAD1","text","Clinical History (CH)"
"sojetimes","GAD1","text","Clinical History (CH)"
"nevew","GAD1","text","Clinical History (CH)"
"neveu","GAD1","text","Clinical History (CH)"
"sometimes","GAD2","text","Clinical History (CH)"
"never","GAD2","text","Clinical History (CH)"
"most days","GAD2","text","Clinical History (CH)"
"nevfr","GAD2","text","Clinical History (CH)"
"neves","GAD2","text","Clinical History (CH)"
"nejer","GAD2","text","Clinical History (CH)"
"newer","GAD2","text","Clinical History (CH)"
"nevez","GAD2","text","Clinical History (CH)"
"nover","GAD2","text","Clinical History (CH)"
"nr","GAD2","text","Clinical History (CH)"
"neger","GAD2","text","Clinical History (CH)"
"more than half","GAD2","text","Clinical History (CH)"
"nuver","GAD2","text","Clinical History (CH)"
"pever","GAD2","text","Clinical History (CH)"
"kever","GAD2","text","Clinical History (CH)"
"nerer","GAD2","text","Clinical History (CH)"
"neeer","GAD2","text","Clinical History (CH)"
"hever","GAD2","text","Clinical History (CH)"
"nxver","GAD2","text","Clinical History (CH)"
"nevpr","GAD2","text","Clinical History (CH)"
"qever","GAD2","text","Clinical History (CH)"
"gever","GAD2","text","Clinical History (CH)"
"bever","GAD2","text","Clinical History (CH)"
"nefer","GAD2","text","Clinical History (CH)"
"neoer","GAD2","text","Clinical History (CH)"
"somebimes","GAD2","text","Clinical History (CH)"
"ngver","GAD2","text","Clinical History (CH)"
"cever","GAD2","text","Clinical History (CH)"
"yever","GAD2","text","Clinical History (CH)"
"nevcr","GAD2","text","Clinical History (CH)"
"nevmr","GAD2","text","Clinical History (CH)"
"nezer","GAD2","text","Clinical History (CH)"
"nkver","GAD2","text","Clinical History (CH)"
"neveu","GAD2","text","Clinical History (CH)"
"nevep","GAD2","text","Clinical History (CH)"
"nevtr","GAD2","text","Clinical History (CH)"
"moce than half","GAD2","text","Clinical History (CH)"
"nevey","GAD2","text","Clinical History (CH)"
"soyetimes","GAD2","text","Clinical History (CH)"
"nqver","GAD2","text","Clinical History (CH)"
"aever","GAD2","text","Clinical History (CH)"
"nevzr","GAD2","text","Clinical History (CH)"
"somepimes","GAD2","text","Clinical History (CH)"
"neier","GAD2","text","Clinical History (CH)"
"sometiues","GAD2","text","Clinical History (CH)"
"nevnr","GAD2","text","Clinical History (CH)"
"nevef","GAD2","text","Clinical History (CH)"
"soqetimes","GAD2","text","Clinical History (CH)"
"sometimex","GAD2","text","Clinical History (CH)"
"sqmetimes","GAD2","text","Clinical History (CH)"
"nzver","GAD2","text","Clinical History (CH)"
"nevjr","GAD2","text","Clinical History (CH)"
"neler","GAD2","text","Clinical History (CH)"
"nevdr","GAD2","text","Clinical History (CH)"
"kometimes","GAD2","text","Clinical History (CH)"
"neher","GAD2","text","Clinical History (CH)"
"sometibes","GAD2","text","Clinical History (CH)"
"uever","GAD2","text","Clinical History (CH)"
"nfver","GAD2","text","Clinical History (CH)"
"sometiyes","GAD2","text","Clinical History (CH)"
"neveh","GAD2","text","Clinical History (CH)"
"sometires","GAD2","text","Clinical History (CH)"
"neder","GAD2","text","Clinical History (CH)"
"nbver","GAD2","text","Clinical History (CH)"
"sever","GAD2","text","Clinical History (CH)"
"mhre than half","GAD2","text","Clinical History (CH)"
"neser","GAD2","text","Clinical History (CH)"
"nevkr","GAD2","text","Clinical History (CH)"
"nevvr","GAD2","text","Clinical History (CH)"
"nevar","GAD2","text","Clinical History (CH)"
"neveb","GAD2","text","Clinical History (CH)"
"tever","GAD2","text","Clinical History (CH)"
"sometimem","GAD2","text","Clinical History (CH)"
"ntver","GAD2","text","Clinical History (CH)"
"fever","GAD2","text","Clinical History (CH)"
"nemer","GAD2","text","Clinical History (CH)"
"nnver","GAD2","text","Clinical History (CH)"
"nhver","GAD2","text","Clinical History (CH)"
"yes","HM1_PRESENT","text","Disparity Indicators (DI)"
"y","HM1_PRESENT","text","Disparity Indicators (DI)"
"no","HM1_PRESENT","text","Disparity Indicators (DI)"
"n","HM1_PRESENT","text","Disparity Indicators (DI)"
"yes","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"y","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligible","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"no","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"nr","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"n eligible","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"not yligible","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"male","HM1_SEX","text","Disparity Indicators (DI)"
"female","HM1_SEX","text","Disparity Indicators (DI)"
"fmmale","HM1_SEX","text","Disparity Indicators (DI)"
"feuale","HM1_SEX","text","Disparity Indicators (DI)"
"malz","HM1_SEX","text","Disparity Indicators (DI)"
"fpmale","HM1_SEX","text","Disparity Indicators (DI)"
"feoale","HM1_SEX","text","Disparity Indicators (DI)"
"malj","HM1_SEX","text","Disparity Indicators (DI)"
"femele","HM1_SEX","text","Disparity Indicators (DI)"
"ffmale","HM1_SEX","text","Disparity Indicators (DI)"
"fekale","HM1_SEX","text","Disparity Indicators (DI)"
"femaae","HM1_SEX","text","Disparity Indicators (DI)"
"femane","HM1_SEX","text","Disparity Indicators (DI)"
"fnmale","HM1_SEX","text","Disparity Indicators (DI)"
"femalh","HM1_SEX","text","Disparity Indicators (DI)"
"fewale","HM1_SEX","text","Disparity Indicators (DI)"
"femaue","HM1_SEX","text","Disparity Indicators (DI)"
"mrle","HM1_SEX","text","Disparity Indicators (DI)"
"fqmale","HM1_SEX","text","Disparity Indicators (DI)"
"fepale","HM1_SEX","text","Disparity Indicators (DI)"
"malk","HM1_SEX","text","Disparity Indicators (DI)"
"femare","HM1_SEX","text","Disparity Indicators (DI)"
"wemale","HM1_SEX","text","Disparity Indicators (DI)"
"remale","HM1_SEX","text","Disparity Indicators (DI)"
"fdmale","HM1_SEX","text","Disparity Indicators (DI)"
"femfle","HM1_SEX","text","Disparity Indicators (DI)"
"famale","HM1_SEX","text","Disparity Indicators (DI)"
"femole","HM1_SEX","text","Disparity Indicators (DI)"
"femaye","HM1_SEX","text","Disparity Indicators (DI)"
"uemale","HM1_SEX","text","Disparity Indicators (DI)"
"maje","HM1_SEX","text","Disparity Indicators (DI)"
"frmale","HM1_SEX","text","Disparity Indicators (DI)"
"femawe","HM1_SEX","text","Disparity Indicators (DI)"
"yale","HM1_SEX","text","Disparity Indicators (DI)"
"mahe","HM1_SEX","text","Disparity Indicators (DI)"
"mage","HM1_SEX","text","Disparity Indicators (DI)"
"femaln","HM1_SEX","text","Disparity Indicators (DI)"
"fecale","HM1_SEX","text","Disparity Indicators (DI)"
"femtle","HM1_SEX","text","Disparity Indicators (DI)"
"cale","HM1_SEX","text","Disparity Indicators (DI)"
"femalg","HM1_SEX","text","Disparity Indicators (DI)"
"mwle","HM1_SEX","text","Disparity Indicators (DI)"
"malh","HM1_SEX","text","Disparity Indicators (DI)"
"femaoe","HM1_SEX","text","Disparity Indicators (DI)"
"femalo","HM1_SEX","text","Disparity Indicators (DI)"
"femalz","HM1_SEX","text","Disparity Indicators (DI)"
"femaie","HM1_SEX","text","Disparity Indicators (DI)"
"mxle","HM1_SEX","text","Disparity Indicators (DI)"
"qemale","HM1_SEX","text","Disparity Indicators (DI)"
"mble","HM1_SEX","text","Disparity Indicators (DI)"
"femalb","HM1_SEX","text","Disparity Indicators (DI)"
"femalq","HM1_SEX","text","Disparity Indicators (DI)"
"jemale","HM1_SEX","text","Disparity Indicators (DI)"
"femage","HM1_SEX","text","Disparity Indicators (DI)"
"pemale","HM1_SEX","text","Disparity Indicators (DI)"
"mase","HM1_SEX","text","Disparity Indicators (DI)"
"femkle","HM1_SEX","text","Disparity Indicators (DI)"
"flmale","HM1_SEX","text","Disparity Indicators (DI)"
"febale","HM1_SEX","text","Disparity Indicators (DI)"
"malr","HM1_SEX","text","Disparity Indicators (DI)"
"malf","HM1_SEX","text","Disparity Indicators (DI)"
"fsmale","HM1_SEX","text","Disparity Indicators (DI)"
"femake","HM1_SEX","text","Disparity Indicators (DI)"
"yemale","HM1_SEX","text","Disparity Indicators (DI)"
"demale","HM1_SEX","text","Disparity Indicators (DI)"
"feyale","HM1_SEX","text","Disparity Indicators (DI)"
"mare","HM1_SEX","text","Disparity Indicators (DI)"
"feiale","HM1_SEX","text","Disparity Indicators (DI)"
"malx","HM1_SEX","text","Disparity Indicators (DI)"
"fymale","HM1_SEX","text","Disparity Indicators (DI)"
"qale","HM1_SEX","text","Disparity Indicators (DI)"
"eemale","HM1_SEX","text","Disparity Indicators (DI)"
"maae","HM1_SEX","text","Disparity Indicators (DI)"
"femafe","HM1_SEX","text","Disparity Indicators (DI)"
"femape","HM1_SEX","text","Disparity Indicators (DI)"
"memale","HM1_SEX","text","Disparity Indicators (DI)"
"fkmale","HM1_SEX","text","Disparity Indicators (DI)"
"femjle","HM1_SEX","text","Disparity Indicators (DI)"
"fefale","HM1_SEX","text","Disparity Indicators (DI)"
"femald","HM1_SEX","text","Disparity Indicators (DI)"
"fumale","HM1_SEX","text","Disparity Indicators (DI)"
"sale","HM1_SEX","text","Disparity Indicators (DI)"
"femalx","HM1_SEX","text","Disparity Indicators (DI)"
"femnle","HM1_SEX","text","Disparity Indicators (DI)"
"kemale","HM1_SEX","text","Disparity Indicators (DI)"
"femalj","HM1_SEX","text","Disparity Indicators (DI)"
"mele","HM1_SEX","text","Disparity Indicators (DI)"
"felale","HM1_SEX","text","Disparity Indicators (DI)"
"femsle","HM1_SEX","text","Disparity Indicators (DI)"
"mall","HM1_SEX","text","Disparity Indicators (DI)"
"oale","HM1_SEX","text","Disparity Indicators (DI)"
"fgmale","HM1_SEX","text","Disparity Indicators (DI)"
"ftmale","HM1_SEX","text","Disparity Indicators (DI)"
"fjmale","HM1_SEX","text","Disparity Indicators (DI)"
"temale","HM1_SEX","text","Disparity Indicators (DI)"
"femaje","HM1_SEX","text","Disparity Indicators (DI)"
"femlle","HM1_SEX","text","Disparity Indicators (DI)"
"fwmale","HM1_SEX","text","Disparity Indicators (DI)"
"femaee","HM1_SEX","text","Disparity Indicators (DI)"
"fomale","HM1_SEX","text","Disparity Indicators (DI)"
"femali","HM1_SEX","text","Disparity Indicators (DI)"
"feqale","HM1_SEX","text","Disparity Indicators (DI)"
"zemale","HM1_SEX","text","Disparity Indicators (DI)"
"nemale","HM1_SEX","text","Disparity Indicators (DI)"
"femalr","HM1_SEX","text","Disparity Indicators (DI)"
"femile","HM1_SEX","text","Disparity Indicators (DI)"
"femwle","HM1_SEX","text","Disparity Indicators (DI)"
"femalu","HM1_SEX","text","Disparity Indicators (DI)"
"yes","HM2_PRESENT","text","Disparity Indicators (DI)"
"no","HM2_PRESENT","text","Disparity Indicators (DI)"
"y","HM2_PRESENT","text","Disparity Indicators (DI)"
"n","HM2_PRESENT","text","Disparity Indicators (DI)"
"not eligible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"y","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"yes","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"no","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"unk","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"n eligible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligtble","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligiblv","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligibse","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not elugible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
