"Entity","Label","Type","Class"
"unk","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"nr","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"n","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"u","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"sr","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"yes","CHILD_UNDER18","text","Disparity Indicators (DI)"
"no","CHILD_UNDER18","text","Disparity Indicators (DI)"
"nr","CHILD_UNDER18","text","Disparity Indicators (DI)"
"n","CHILD_UNDER18","text","Disparity Indicators (DI)"
"y","CHILD_UNDER18","text","Disparity Indicators (DI)"
"l","DENV_RISK","text","Risk Perception (RP)"
"low","DENV_RISK","text","Risk Perception (RP)"
"high","DENV_RISK","text","Risk Perception (RP)"
"none","DENV_RISK","text","Risk Perception (RP)"
"nope","DENV_RISK","text","Risk Perception (RP)"
"nr","DENV_RISK","text","Risk Perception (RP)"
"h","DENV_RISK","text","Risk Perception (RP)"
"noqe","DENV_RISK","text","Risk Perception (RP)"
"nyne","DENV_RISK","text","Risk Perception (RP)"
"none dx","DENV_RISK","text","Risk Perception (RP)"
"sone","DENV_RISK","text","Risk Perception (RP)"
"no","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"yes","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"unk","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"n","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"nr","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"y","VAX_DENV_RECOMMENDED","text","Risk Indicator (RI)"
"no","VAX_DENV_CHILDREN","text","Preventive Behaviors (PB)"
"yes","VAX_DENV_CHILDREN","text","Preventive Behaviors (PB)"
"n","VAX_DENV_CHILDREN","text","Preventive Behaviors (PB)"
"yes","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"y","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"unk","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"no","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"n","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"nr","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"u","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"yes","WORRY_COVID19","text","Risk Perception (RP)"
"y","WORRY_COVID19","text","Risk Perception (RP)"
"no","WORRY_COVID19","text","Risk Perception (RP)"
"nr","WORRY_COVID19","text","Risk Perception (RP)"
"unk","WORRY_COVID19","text","Risk Perception (RP)"
"n","WORRY_COVID19","text","Risk Perception (RP)"
"lr","WORRY_COVID19","text","Risk Perception (RP)"
"er","WORRY_COVID19","text","Risk Perception (RP)"
"u","WORRY_COVID19","text","Risk Perception (RP)"
"gr","WORRY_COVID19","text","Risk Perception (RP)"
"h","COVID19_RISK","text","Risk Perception (RP)"
"low","COVID19_RISK","text","Risk Perception (RP)"
"none","COVID19_RISK","text","Risk Perception (RP)"
"l","COVID19_RISK","text","Risk Perception (RP)"
"high","COVID19_RISK","text","Risk Perception (RP)"
"nr","COVID19_RISK","text","Risk Perception (RP)"
"tr","COVID19_RISK","text","Risk Perception (RP)"
"nyne","COVID19_RISK","text","Risk Perception (RP)"
"ncne","COVID19_RISK","text","Risk Perception (RP)"
"nonu","COVID19_RISK","text","Risk Perception (RP)"
"nonr","COVID19_RISK","text","Risk Perception (RP)"
"nome","COVID19_RISK","text","Risk Perception (RP)"
"wone","COVID19_RISK","text","Risk Perception (RP)"
"npne","COVID19_RISK","text","Risk Perception (RP)"
"nony","COVID19_RISK","text","Risk Perception (RP)"
"cone","COVID19_RISK","text","Risk Perception (RP)"
"nonq","COVID19_RISK","text","Risk Perception (RP)"
"nong","COVID19_RISK","text","Risk Perception (RP)"
"sone","COVID19_RISK","text","Risk Perception (RP)"
"nu","COVID19_RISK","text","Risk Perception (RP)"
"oone","COVID19_RISK","text","Risk Perception (RP)"
"nose","COVID19_RISK","text","Risk Perception (RP)"
"high","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"low","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"l","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"none","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"h","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"nr","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"nonp","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"none dx","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"never","PHQ1","text","Clinical History (CH)"
"sometimes","PHQ1","text","Clinical History (CH)"
"nevfr","PHQ1","text","Clinical History (CH)"
"sometimks","PHQ1","text","Clinical History (CH)"
"most days","PHQ1","text","Clinical History (CH)"
"niver","PHQ1","text","Clinical History (CH)"
"nevqr","PHQ1","text","Clinical History (CH)"
"more than half","PHQ1","text","Clinical History (CH)"
"nevar","PHQ1","text","Clinical History (CH)"
"sometxmes","PHQ1","text","Clinical History (CH)"
"nevxr","PHQ1","text","Clinical History (CH)"
"nr","PHQ1","text","Clinical History (CH)"
"nezer","PHQ1","text","Clinical History (CH)"
"nnver","PHQ1","text","Clinical History (CH)"
"neher","PHQ1","text","Clinical History (CH)"
"neaer","PHQ1","text","Clinical History (CH)"
"neder","PHQ1","text","Clinical History (CH)"
"most d","PHQ1","text","Clinical History (CH)"
"uever","PHQ1","text","Clinical History (CH)"
"vever","PHQ1","text","Clinical History (CH)"
"nejer","PHQ1","text","Clinical History (CH)"
"nlver","PHQ1","text","Clinical History (CH)"
"neler","PHQ1","text","Clinical History (CH)"
"pever","PHQ1","text","Clinical History (CH)"
"neyer","PHQ1","text","Clinical History (CH)"
"neveu","PHQ1","text","Clinical History (CH)"
"neqer","PHQ1","text","Clinical History (CH)"
"neved","PHQ1","text","Clinical History (CH)"
"nevea","PHQ1","text","Clinical History (CH)"
"nevez","PHQ1","text","Clinical History (CH)"
"nevur","PHQ1","text","Clinical History (CH)"
"nqver","PHQ1","text","Clinical History (CH)"
"jometimes","PHQ1","text","Clinical History (CH)"
"soketimes","PHQ1","text","Clinical History (CH)"
"nevsr","PHQ1","text","Clinical History (CH)"
"more t half","PHQ1","text","Clinical History (CH)"
"nzver","PHQ1","text","Clinical History (CH)"
"somemimes","PHQ1","text","Clinical History (CH)"
"sometimex","PHQ1","text","Clinical History (CH)"
"rometimes","PHQ1","text","Clinical History (CH)"
"nevjr","PHQ1","text","Clinical History (CH)"
"nkver","PHQ1","text","Clinical History (CH)"
"nevgr","PHQ1","text","Clinical History (CH)"
"ncver","PHQ1","text","Clinical History (CH)"
"neoer","PHQ1","text","Clinical History (CH)"
"neveh","PHQ1","text","Clinical History (CH)"
"nevir","PHQ1","text","Clinical History (CH)"
"sometimns","PHQ1","text","Clinical History (CH)"
"neveq","PHQ1","text","Clinical History (CH)"
"somutimes","PHQ1","text","Clinical History (CH)"
"nevrr","PHQ1","text","Clinical History (CH)"
"sometfmes","PHQ1","text","Clinical History (CH)"
"spmetimes","PHQ1","text","Clinical History (CH)"
"yever","PHQ1","text","Clinical History (CH)"
"cever","PHQ1","text","Clinical History (CH)"
"fometimes","PHQ1","text","Clinical History (CH)"
"nevor","PHQ1","text","Clinical History (CH)"
"m days","PHQ1","text","Clinical History (CH)"
"someuimes","PHQ1","text","Clinical History (CH)"
"mometimes","PHQ1","text","Clinical History (CH)"
"soretimes","PHQ1","text","Clinical History (CH)"
"neter","PHQ1","text","Clinical History (CH)"
"somctimes","PHQ1","text","Clinical History (CH)"
"nevzr","PHQ1","text","Clinical History (CH)"
"neper","PHQ1","text","Clinical History (CH)"
"mever","PHQ1","text","Clinical History (CH)"
"sometimek","PHQ1","text","Clinical History (CH)"
"neier","PHQ1","text","Clinical History (CH)"
"sometimjs","PHQ1","text","Clinical History (CH)"
"neeer","PHQ1","text","Clinical History (CH)"
"neber","PHQ1","text","Clinical History (CH)"
"nsver","PHQ1","text","Clinical History (CH)"
"nyver","PHQ1","text","Clinical History (CH)"
"sometimew","PHQ1","text","Clinical History (CH)"
"lever","PHQ1","text","Clinical History (CH)"
"somedimes","PHQ1","text","Clinical History (CH)"
"sometqmes","PHQ1","text","Clinical History (CH)"
"never","PHQ2","text","Clinical History (CH)"
"sometimes","PHQ2","text","Clinical History (CH)"
"most days","PHQ2","text","Clinical History (CH)"
"neoer","PHQ2","text","Clinical History (CH)"
"mever","PHQ2","text","Clinical History (CH)"
"neved","PHQ2","text","Clinical History (CH)"
"more than half","PHQ2","text","Clinical History (CH)"
"newer","PHQ2","text","Clinical History (CH)"
"nevex","PHQ2","text","Clinical History (CH)"
"sometimet","PHQ2","text","Clinical History (CH)"
"nevir","PHQ2","text","Clinical History (CH)"
"neveh","PHQ2","text","Clinical History (CH)"
"neveu","PHQ2","text","Clinical History (CH)"
"nr","PHQ2","text","Clinical History (CH)"
"sometimzs","PHQ2","text","Clinical History (CH)"
"nevqr","PHQ2","text","Clinical History (CH)"
"nevea","PHQ2","text","Clinical History (CH)"
"neven","PHQ2","text","Clinical History (CH)"
"nevem","PHQ2","text","Clinical History (CH)"
"sosetimes","PHQ2","text","Clinical History (CH)"
"nevkr","PHQ2","text","Clinical History (CH)"
"nejer","PHQ2","text","Clinical History (CH)"
"svmetimes","PHQ2","text","Clinical History (CH)"
"nqver","PHQ2","text","Clinical History (CH)"
"npver","PHQ2","text","Clinical History (CH)"
"lever","PHQ2","text","Clinical History (CH)"
"jever","PHQ2","text","Clinical History (CH)"
"nevec","PHQ2","text","Clinical History (CH)"
"skmetimes","PHQ2","text","Clinical History (CH)"
"neler","PHQ2","text","Clinical History (CH)"
"nevev","PHQ2","text","Clinical History (CH)"
"tever","PHQ2","text","Clinical History (CH)"
"nrver","PHQ2","text","Clinical History (CH)"
"sometpmes","PHQ2","text","Clinical History (CH)"
"sometkmes","PHQ2","text","Clinical History (CH)"
"somftimes","PHQ2","text","Clinical History (CH)"
"naver","PHQ2","text","Clinical History (CH)"
"neveb","PHQ2","text","Clinical History (CH)"
"nevew","PHQ2","text","Clinical History (CH)"
"nevgr","PHQ2","text","Clinical History (CH)"
"nevjr","PHQ2","text","Clinical History (CH)"
"somegimes","PHQ2","text","Clinical History (CH)"
"hever","PHQ2","text","Clinical History (CH)"
"sometimus","PHQ2","text","Clinical History (CH)"
"oever","PHQ2","text","Clinical History (CH)"
"neder","PHQ2","text","Clinical History (CH)"
"neper","PHQ2","text","Clinical History (CH)"
"nlver","PHQ2","text","Clinical History (CH)"
"uever","PHQ2","text","Clinical History (CH)"
"sometimen","PHQ2","text","Clinical History (CH)"
"nsver","PHQ2","text","Clinical History (CH)"
"nuver","PHQ2","text","Clinical History (CH)"
"m days","PHQ2","text","Clinical History (CH)"
"nzver","PHQ2","text","Clinical History (CH)"
"sometioes","PHQ2","text","Clinical History (CH)"
"nevek","PHQ2","text","Clinical History (CH)"
"more t half","PHQ2","text","Clinical History (CH)"
"eometimes","PHQ2","text","Clinical History (CH)"
"neaer","PHQ2","text","Clinical History (CH)"
"nevel","PHQ2","text","Clinical History (CH)"
"dever","PHQ2","text","Clinical History (CH)"
"nn","PHQ2","text","Clinical History (CH)"
"sometipes","PHQ2","text","Clinical History (CH)"
"nyver","PHQ2","text","Clinical History (CH)"
"nevsr","PHQ2","text","Clinical History (CH)"
"nevxr","PHQ2","text","Clinical History (CH)"
"nevee","PHQ2","text","Clinical History (CH)"
"nexer","PHQ2","text","Clinical History (CH)"
"vever","PHQ2","text","Clinical History (CH)"
"nevdr","PHQ2","text","Clinical History (CH)"
"sometimms","PHQ2","text","Clinical History (CH)"
"nxver","PHQ2","text","Clinical History (CH)"
"sometimos","PHQ2","text","Clinical History (CH)"
"nerer","PHQ2","text","Clinical History (CH)"
"nevmr","PHQ2","text","Clinical History (CH)"
"nfver","PHQ2","text","Clinical History (CH)"
"njver","PHQ2","text","Clinical History (CH)"
"nevep","PHQ2","text","Clinical History (CH)"
"neveo","PHQ2","text","Clinical History (CH)"
"neqer","PHQ2","text","Clinical History (CH)"
"nevyr","PHQ2","text","Clinical History (CH)"
"sometxmes","PHQ2","text","Clinical History (CH)"
"sometimis","PHQ2","text","Clinical History (CH)"
"nmver","PHQ2","text","Clinical History (CH)"
"neuer","PHQ2","text","Clinical History (CH)"
"nezer","PHQ2","text","Clinical History (CH)"
"never","GAD1","text","Clinical History (CH)"
"sometimes","GAD1","text","Clinical History (CH)"
"nevbr","GAD1","text","Clinical History (CH)"
"most days","GAD1","text","Clinical History (CH)"
"necer","GAD1","text","Clinical History (CH)"
"more than half","GAD1","text","Clinical History (CH)"
"hever","GAD1","text","Clinical History (CH)"
"m days","GAD1","text","Clinical History (CH)"
"nevgr","GAD1","text","Clinical History (CH)"
"nr","GAD1","text","Clinical History (CH)"
"sometiwes","GAD1","text","Clinical History (CH)"
"nevtr","GAD1","text","Clinical History (CH)"
"oometimes","GAD1","text","Clinical History (CH)"
"neveu","GAD1","text","Clinical History (CH)"
"pever","GAD1","text","Clinical History (CH)"
"niver","GAD1","text","Clinical History (CH)"
"aever","GAD1","text","Clinical History (CH)"
"njver","GAD1","text","Clinical History (CH)"
"nevrr","GAD1","text","Clinical History (CH)"
"neveh","GAD1","text","Clinical History (CH)"
"ndver","GAD1","text","Clinical History (CH)"
"sometites","GAD1","text","Clinical History (CH)"
"nejer","GAD1","text","Clinical History (CH)"
"kever","GAD1","text","Clinical History (CH)"
"sxmetimes","GAD1","text","Clinical History (CH)"
"neder","GAD1","text","Clinical History (CH)"
"nevor","GAD1","text","Clinical History (CH)"
"neyer","GAD1","text","Clinical History (CH)"
"neveb","GAD1","text","Clinical History (CH)"
"xever","GAD1","text","Clinical History (CH)"
"naver","GAD1","text","Clinical History (CH)"
"neaer","GAD1","text","Clinical History (CH)"
"nevep","GAD1","text","Clinical History (CH)"
"nnver","GAD1","text","Clinical History (CH)"
"sometikes","GAD1","text","Clinical History (CH)"
"sometnmes","GAD1","text","Clinical History (CH)"
"sometijes","GAD1","text","Clinical History (CH)"
"sometimzs","GAD1","text","Clinical History (CH)"
"nevmr","GAD1","text","Clinical History (CH)"
"vometimes","GAD1","text","Clinical History (CH)"
"neber","GAD1","text","Clinical History (CH)"
"swmetimes","GAD1","text","Clinical History (CH)"
"neier","GAD1","text","Clinical History (CH)"
"nevwr","GAD1","text","Clinical History (CH)"
"nezer","GAD1","text","Clinical History (CH)"
"nevec","GAD1","text","Clinical History (CH)"
"most d","GAD1","text","Clinical History (CH)"
"newer","GAD1","text","Clinical History (CH)"
"neoer","GAD1","text","Clinical History (CH)"
"nevem","GAD1","text","Clinical History (CH)"
"nevvr","GAD1","text","Clinical History (CH)"
"nevey","GAD1","text","Clinical History (CH)"
"eever","GAD1","text","Clinical History (CH)"
"nevcr","GAD1","text","Clinical History (CH)"
"sometimej","GAD1","text","Clinical History (CH)"
"nsver","GAD1","text","Clinical History (CH)"
"more t half","GAD1","text","Clinical History (CH)"
"nevar","GAD1","text","Clinical History (CH)"
"slmetimes","GAD1","text","Clinical History (CH)"
"sometipes","GAD1","text","Clinical History (CH)"
"sometimed","GAD1","text","Clinical History (CH)"
"nover","GAD1","text","Clinical History (CH)"
"nevxr","GAD1","text","Clinical History (CH)"
"sdmetimes","GAD1","text","Clinical History (CH)"
"dever","GAD1","text","Clinical History (CH)"
"sometmmes","GAD1","text","Clinical History (CH)"
"sometimvs","GAD1","text","Clinical History (CH)"
"bever","GAD1","text","Clinical History (CH)"
"sometimeu","GAD1","text","Clinical History (CH)"
"sometiues","GAD1","text","Clinical History (CH)"
"somenimes","GAD1","text","Clinical History (CH)"
"nevek","GAD1","text","Clinical History (CH)"
"nevkr","GAD1","text","Clinical History (CH)"
"rever","GAD1","text","Clinical History (CH)"
"iever","GAD1","text","Clinical History (CH)"
"never","GAD2","text","Clinical History (CH)"
"sometimes","GAD2","text","Clinical History (CH)"
"most days","GAD2","text","Clinical History (CH)"
"socetimes","GAD2","text","Clinical History (CH)"
"neier","GAD2","text","Clinical History (CH)"
"sever","GAD2","text","Clinical History (CH)"
"nwver","GAD2","text","Clinical History (CH)"
"more than half","GAD2","text","Clinical History (CH)"
"nevee","GAD2","text","Clinical History (CH)"
"neveo","GAD2","text","Clinical History (CH)"
"rever","GAD2","text","Clinical History (CH)"
"nevet","GAD2","text","Clinical History (CH)"
"jever","GAD2","text","Clinical History (CH)"
"nr","GAD2","text","Clinical History (CH)"
"nvver","GAD2","text","Clinical History (CH)"
"more than h","GAD2","text","Clinical History (CH)"
"nevvr","GAD2","text","Clinical History (CH)"
"bever","GAD2","text","Clinical History (CH)"
"neaer","GAD2","text","Clinical History (CH)"
"nevey","GAD2","text","Clinical History (CH)"
"nnver","GAD2","text","Clinical History (CH)"
"nyver","GAD2","text","Clinical History (CH)"
"nezer","GAD2","text","Clinical History (CH)"
"nevxr","GAD2","text","Clinical History (CH)"
"neser","GAD2","text","Clinical History (CH)"
"nevem","GAD2","text","Clinical History (CH)"
"neyer","GAD2","text","Clinical History (CH)"
"nexer","GAD2","text","Clinical History (CH)"
"fever","GAD2","text","Clinical History (CH)"
"sometiwes","GAD2","text","Clinical History (CH)"
"neveb","GAD2","text","Clinical History (CH)"
"oever","GAD2","text","Clinical History (CH)"
"nkver","GAD2","text","Clinical History (CH)"
"neber","GAD2","text","Clinical History (CH)"
"sometlmes","GAD2","text","Clinical History (CH)"
"aever","GAD2","text","Clinical History (CH)"
"nejer","GAD2","text","Clinical History (CH)"
"nuver","GAD2","text","Clinical History (CH)"
"nevjr","GAD2","text","Clinical History (CH)"
"nfver","GAD2","text","Clinical History (CH)"
"neper","GAD2","text","Clinical History (CH)"
"wever","GAD2","text","Clinical History (CH)"
"nevfr","GAD2","text","Clinical History (CH)"
"nrver","GAD2","text","Clinical History (CH)"
"ntver","GAD2","text","Clinical History (CH)"
"zever","GAD2","text","Clinical History (CH)"
"mever","GAD2","text","Clinical History (CH)"
"nevew","GAD2","text","Clinical History (CH)"
"neder","GAD2","text","Clinical History (CH)"
"neker","GAD2","text","Clinical History (CH)"
"nevur","GAD2","text","Clinical History (CH)"
"nevej","GAD2","text","Clinical History (CH)"
"nevel","GAD2","text","Clinical History (CH)"
"somutimes","GAD2","text","Clinical History (CH)"
"nbver","GAD2","text","Clinical History (CH)"
"nevar","GAD2","text","Clinical History (CH)"
"iever","GAD2","text","Clinical History (CH)"
"nevqr","GAD2","text","Clinical History (CH)"
"somemimes","GAD2","text","Clinical History (CH)"
"nevir","GAD2","text","Clinical History (CH)"
"nevor","GAD2","text","Clinical History (CH)"
"nqver","GAD2","text","Clinical History (CH)"
"somwtimes","GAD2","text","Clinical History (CH)"
"neler","GAD2","text","Clinical History (CH)"
"nevek","GAD2","text","Clinical History (CH)"
"neuer","GAD2","text","Clinical History (CH)"
"neveu","GAD2","text","Clinical History (CH)"
"nevlr","GAD2","text","Clinical History (CH)"
"sometimhs","GAD2","text","Clinical History (CH)"
"neveq","GAD2","text","Clinical History (CH)"
"newer","GAD2","text","Clinical History (CH)"
"neger","GAD2","text","Clinical History (CH)"
"m days","GAD2","text","Clinical History (CH)"
"nevec","GAD2","text","Clinical History (CH)"
"nevmr","GAD2","text","Clinical History (CH)"
"nevtr","GAD2","text","Clinical History (CH)"
"neveg","GAD2","text","Clinical History (CH)"
"ngver","GAD2","text","Clinical History (CH)"
"nefer","GAD2","text","Clinical History (CH)"
"necer","GAD2","text","Clinical History (CH)"
"neter","GAD2","text","Clinical History (CH)"
"nxver","GAD2","text","Clinical History (CH)"
"nevpr","GAD2","text","Clinical History (CH)"
"cever","GAD2","text","Clinical History (CH)"
"wometimes","GAD2","text","Clinical History (CH)"
"kever","GAD2","text","Clinical History (CH)"
"nevhr","GAD2","text","Clinical History (CH)"
"more t half","GAD2","text","Clinical History (CH)"
"yes","HM1_PRESENT","text","Disparity Indicators (DI)"
"y","HM1_PRESENT","text","Disparity Indicators (DI)"
"no","HM1_PRESENT","text","Disparity Indicators (DI)"
"n","HM1_PRESENT","text","Disparity Indicators (DI)"
"yes","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"y","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"no","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligible","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"nr","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"br","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"female","HM1_SEX","text","Disparity Indicators (DI)"
"maae","HM1_SEX","text","Disparity Indicators (DI)"
"male","HM1_SEX","text","Disparity Indicators (DI)"
"femace","HM1_SEX","text","Disparity Indicators (DI)"
"demale","HM1_SEX","text","Disparity Indicators (DI)"
"maee","HM1_SEX","text","Disparity Indicators (DI)"
"femaln","HM1_SEX","text","Disparity Indicators (DI)"
"femals","HM1_SEX","text","Disparity Indicators (DI)"
"femalx","HM1_SEX","text","Disparity Indicators (DI)"
"femare","HM1_SEX","text","Disparity Indicators (DI)"
"xemale","HM1_SEX","text","Disparity Indicators (DI)"
"vemale","HM1_SEX","text","Disparity Indicators (DI)"
"femake","HM1_SEX","text","Disparity Indicators (DI)"
"fgmale","HM1_SEX","text","Disparity Indicators (DI)"
"malf","HM1_SEX","text","Disparity Indicators (DI)"
"femate","HM1_SEX","text","Disparity Indicators (DI)"
"fmmale","HM1_SEX","text","Disparity Indicators (DI)"
"femald","HM1_SEX","text","Disparity Indicators (DI)"
"maue","HM1_SEX","text","Disparity Indicators (DI)"
"femaze","HM1_SEX","text","Disparity Indicators (DI)"
"other","HM1_SEX","text","Disparity Indicators (DI)"
"tale","HM1_SEX","text","Disparity Indicators (DI)"
"mple","HM1_SEX","text","Disparity Indicators (DI)"
"zale","HM1_SEX","text","Disparity Indicators (DI)"
"femalk","HM1_SEX","text","Disparity Indicators (DI)"
"fejale","HM1_SEX","text","Disparity Indicators (DI)"
"femhle","HM1_SEX","text","Disparity Indicators (DI)"
"femble","HM1_SEX","text","Disparity Indicators (DI)"
"fecale","HM1_SEX","text","Disparity Indicators (DI)"
"femple","HM1_SEX","text","Disparity Indicators (DI)"
"femalw","HM1_SEX","text","Disparity Indicators (DI)"
"iale","HM1_SEX","text","Disparity Indicators (DI)"
"fefale","HM1_SEX","text","Disparity Indicators (DI)"
"fbmale","HM1_SEX","text","Disparity Indicators (DI)"
"femaae","HM1_SEX","text","Disparity Indicators (DI)"
"nale","HM1_SEX","text","Disparity Indicators (DI)"
"femlle","HM1_SEX","text","Disparity Indicators (DI)"
"fedale","HM1_SEX","text","Disparity Indicators (DI)"
"uemale","HM1_SEX","text","Disparity Indicators (DI)"
"aale","HM1_SEX","text","Disparity Indicators (DI)"
"oale","HM1_SEX","text","Disparity Indicators (DI)"
"nemale","HM1_SEX","text","Disparity Indicators (DI)"
"fjmale","HM1_SEX","text","Disparity Indicators (DI)"
"fpmale","HM1_SEX","text","Disparity Indicators (DI)"
"femdle","HM1_SEX","text","Disparity Indicators (DI)"
"fexale","HM1_SEX","text","Disparity Indicators (DI)"
"jale","HM1_SEX","text","Disparity Indicators (DI)"
"femcle","HM1_SEX","text","Disparity Indicators (DI)"
"made","HM1_SEX","text","Disparity Indicators (DI)"
"femali","HM1_SEX","text","Disparity Indicators (DI)"
"fomale","HM1_SEX","text","Disparity Indicators (DI)"
"lemale","HM1_SEX","text","Disparity Indicators (DI)"
"cemale","HM1_SEX","text","Disparity Indicators (DI)"
"uale","HM1_SEX","text","Disparity Indicators (DI)"
"aemale","HM1_SEX","text","Disparity Indicators (DI)"
"femaxe","HM1_SEX","text","Disparity Indicators (DI)"
"feeale","HM1_SEX","text","Disparity Indicators (DI)"
"mzle","HM1_SEX","text","Disparity Indicators (DI)"
"xale","HM1_SEX","text","Disparity Indicators (DI)"
"femave","HM1_SEX","text","Disparity Indicators (DI)"
"femade","HM1_SEX","text","Disparity Indicators (DI)"
"maxe","HM1_SEX","text","Disparity Indicators (DI)"
"femala","HM1_SEX","text","Disparity Indicators (DI)"
"mals","HM1_SEX","text","Disparity Indicators (DI)"
"mate","HM1_SEX","text","Disparity Indicators (DI)"
"fzmale","HM1_SEX","text","Disparity Indicators (DI)"
"ffmale","HM1_SEX","text","Disparity Indicators (DI)"
"femele","HM1_SEX","text","Disparity Indicators (DI)"
"ftmale","HM1_SEX","text","Disparity Indicators (DI)"
"mcle","HM1_SEX","text","Disparity Indicators (DI)"
"fimale","HM1_SEX","text","Disparity Indicators (DI)"
"fesale","HM1_SEX","text","Disparity Indicators (DI)"
"femkle","HM1_SEX","text","Disparity Indicators (DI)"
"femalc","HM1_SEX","text","Disparity Indicators (DI)"
"mile","HM1_SEX","text","Disparity Indicators (DI)"
"malr","HM1_SEX","text","Disparity Indicators (DI)"
"femalf","HM1_SEX","text","Disparity Indicators (DI)"
"mjle","HM1_SEX","text","Disparity Indicators (DI)"
"mxle","HM1_SEX","text","Disparity Indicators (DI)"
"fegale","HM1_SEX","text","Disparity Indicators (DI)"
"femyle","HM1_SEX","text","Disparity Indicators (DI)"
"frmale","HM1_SEX","text","Disparity Indicators (DI)"
"feaale","HM1_SEX","text","Disparity Indicators (DI)"
"fwmale","HM1_SEX","text","Disparity Indicators (DI)"
"feqale","HM1_SEX","text","Disparity Indicators (DI)"
"femaie","HM1_SEX","text","Disparity Indicators (DI)"
"femalm","HM1_SEX","text","Disparity Indicators (DI)"
"femzle","HM1_SEX","text","Disparity Indicators (DI)"
"femnle","HM1_SEX","text","Disparity Indicators (DI)"
"mahe","HM1_SEX","text","Disparity Indicators (DI)"
"mame","HM1_SEX","text","Disparity Indicators (DI)"
"fxmale","HM1_SEX","text","Disparity Indicators (DI)"
"femaly","HM1_SEX","text","Disparity Indicators (DI)"
"femalu","HM1_SEX","text","Disparity Indicators (DI)"
"hemale","HM1_SEX","text","Disparity Indicators (DI)"
"maqe","HM1_SEX","text","Disparity Indicators (DI)"
"femage","HM1_SEX","text","Disparity Indicators (DI)"
"femalo","HM1_SEX","text","Disparity Indicators (DI)"
"jemale","HM1_SEX","text","Disparity Indicators (DI)"
"fenale","HM1_SEX","text","Disparity Indicators (DI)"
"femafe","HM1_SEX","text","Disparity Indicators (DI)"
"mhle","HM1_SEX","text","Disparity Indicators (DI)"
"fymale","HM1_SEX","text","Disparity Indicators (DI)"
"mule","HM1_SEX","text","Disparity Indicators (DI)"
"temale","HM1_SEX","text","Disparity Indicators (DI)"
"femaee","HM1_SEX","text","Disparity Indicators (DI)"
"femwle","HM1_SEX","text","Disparity Indicators (DI)"
"femalz","HM1_SEX","text","Disparity Indicators (DI)"
"eemale","HM1_SEX","text","Disparity Indicators (DI)"
"femalp","HM1_SEX","text","Disparity Indicators (DI)"
"eale","HM1_SEX","text","Disparity Indicators (DI)"
"feuale","HM1_SEX","text","Disparity Indicators (DI)"
"femalr","HM1_SEX","text","Disparity Indicators (DI)"
"mwle","HM1_SEX","text","Disparity Indicators (DI)"
"femqle","HM1_SEX","text","Disparity Indicators (DI)"
"fezale","HM1_SEX","text","Disparity Indicators (DI)"
"yes","HM2_PRESENT","text","Disparity Indicators (DI)"
"no","HM2_PRESENT","text","Disparity Indicators (DI)"
"n","HM2_PRESENT","text","Disparity Indicators (DI)"
"y","HM2_PRESENT","text","Disparity Indicators (DI)"
"yes","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"no","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"y","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
